authors,created,description,id,is_prerelease,listed,summary,tags,total_downloads,verified,version
Adam Creeger,2011-01-07T07:53:18.107Z,Facebook Connect Authentication for ASP.NET is a component that allows ASP.NET web developers to identify and validate users accessing their website or web services using Facebook Connect.,FbConnectAuth,False,True,Facebook Connect Authentication for ASP.NET is a component that allows ASP.NET web developers to identify and validate users accessing their website or web services using Facebook Connect.,,5503,False,0.9.0
"Managed Fusion,LLC,Nick Berardi",2011-01-07T07:53:19.917Z,"FluentCassandra is a .NET library for accessing Cassandra, which wraps the Thrift client library and provides a more fluent POCO interface for accessing and querying the objects in Cassandra.",FluentCassandra,False,True,"FluentCassandra is a .NET library for accessing Cassandra, which wraps the Thrift client library and provides a more fluent POCO interface for accessing and querying the objects in Cassandra.",,18090,False,0.6.0
"Managed Fusion,LLC,Nick Berardi",2011-01-07T07:53:22.87Z,"FluentCassandra is a .NET library for accessing Cassandra, which wraps the Thrift client library and provides a more fluent POCO interface for accessing and querying the objects in Cassandra.",FluentCassandra,False,True,"FluentCassandra is a .NET library for accessing Cassandra, which wraps the Thrift client library and provides a more fluent POCO interface for accessing and querying the objects in Cassandra.",,18090,False,0.7.0
Shawn Chambers,2011-01-07T07:53:27.667Z,Fluent Migrations framework for .net,FluentMigrator,False,True,Fluent Migrations framework for .net,,872477,False,0.9.0
James Gregory,2011-01-07T07:53:32.667Z,"Fluent, XML-less, compile safe, automated,  convention-based mappings for NHibernate.  Get your fluent on.",FluentNHibernate,False,True,"Fluent, XML-less, compile safe, automated,  convention-based mappings for NHibernate.  Get your fluent on.",,1637885,False,1.1.0.694
James Gregory,2011-01-07T07:53:37.947Z,"Fluent, XML-less, compile safe, automated,  convention-based mappings for NHibernate.  Get your fluent on.",FluentNHibernate,False,True,"Fluent, XML-less, compile safe, automated,  convention-based mappings for NHibernate.  Get your fluent on.",,1637885,False,1.1.1.694
Bertrand Le Roy,2011-01-07T07:53:39.543Z,FluentPath is a fluent wrapper around System.IO.,FluentPath,False,True,,,10477,False,1.0.0
Jeremy Skinner,2011-01-07T07:53:43.09Z,"A validation library for .NET, Silverlight and WP7 that uses a fluent interface to construct strongly-typed validation rules.",FluentValidation,False,True,"A validation library for .NET, Silverlight and WP7 that uses a fluent interface to construct strongly-typed validation rules.",,4409269,True,1.3.0
Jeremy Skinner,2011-01-07T07:53:44.48Z,ASP.NET MVC 2 integration for FluentValidation,FluentValidation.MVC2,False,True,ASP.NET MVC 2 integration for FluentValidation,,4152,True,1.3.0
Mauricio Scheffer,2011-01-07T07:53:45.9Z,A database-like interface to Google Spreadsheets for .Net,GDataDB,False,True,A database-like interface to Google Spreadsheets for .Net,,5049,False,0.2.0
Mauricio Scheffer,2011-01-07T07:53:47.293Z,Linq for GDataDB - A database-like interface to Google Spreadsheets for .Net,GDataDB.Linq,False,True,Linq for GDataDB - A database-like interface to Google Spreadsheets for .Net,,3884,False,0.2.0
"Google,Inc.",2011-01-07T07:53:48.62Z,Google Data API Access Control Library,Google.GData.AccessControl,False,True,Google Data API Access Control Library,,60641,False,1.6.0
"Google,Inc.",2011-01-07T07:53:50.293Z,Google Data API Client Library,Google.GData.Client,False,True,Google Data API Client Library,,368183,False,1.6.0
"Google,Inc.",2011-01-07T07:53:51.747Z,Google Data API Documents Library,Google.GData.Documents,False,True,Google Data API Documents Library,,18829,False,1.6.0
"Google,Inc.",2011-01-07T07:53:53.213Z,Google Data API Extensions Library,Google.GData.Extensions,False,True,Google Data API Extensions Library,,313696,False,1.6.0
"Google,Inc.",2011-01-07T07:53:54.543Z,Google Data API Spreadsheets Library,Google.GData.Spreadsheets,False,True,Google Data API Spreadsheets Library,,62977,False,1.6.0
"Phil Haack,Jeff Atwood,Jon Galloway",2011-01-07T07:54:05.76Z,"An Identicon is a small, anonymized visual glyph that represents a hash of an IP address. This project is a .NET port of Don Park's original identicon Java project.",IdenticonHandler,False,True,An identicon library,,1875,False,1.1.0
Jason Smith,2011-01-07T07:54:07.293Z,The IESI Collections fills a gap in the Sytems Collection by providing a set collection. This collection comes in handy when an array or list are insufficient either because you need to add and remove elements often (tedious in an array) and duplicates are undesirable.,Iesi.Collections,False,True,The IESI Collections fills a gap in the Sytems Collection by providing a set collection. This collection comes in handy when an array or list are insufficient either because you need to add and remove elements often (tedious in an array) and duplicates are undesirable.,,2881274,False,1.0.1
Microsoft,2011-01-07T07:54:28.713Z,"IronPython is an open-source implementation of the Python programming language which is tightly integrated with the .NET Framework. IronPython can use the .NET Framework and Python libraries, and other .NET languages can use Python code just as easily.",IronPython,False,True,"IronPython is an open-source implementation of the Python programming language which is tightly integrated with the .NET Framework. IronPython can use the .NET Framework and Python libraries, and other .NET languages can use Python code just as easily.",,213925,False,2.6.1
"blowagie,geraldhenson,psoares33",2011-01-07T07:54:36.543Z,iText# (iTextSharp) is a port of the iText open source java library for PDF generation written entirely in C# for the .NET platform. Use the iText mailing list to get support.,iTextSharp,False,True,iText# (iTextSharp) is a port of the iText open source java library for PDF generation written entirely in C# for the .NET platform. Use the iText mailing list to get support.,,2723446,False,4.1.2
Nicolas Garcia Belmonte,2011-01-07T07:54:39.417Z,The JavaScript InfoVis Toolkit provides tools for creating Interactive Data Visualizations for the Web. For more information on how to use the toolkit please visit http://thejit.org.,JavaScriptInfoVisToolkit,False,True,The JavaScript InfoVis Toolkit provides tools for creating Interactive Data Visualizations for the Web.,,2356,False,2.0.0
John Resig,2011-01-07T07:54:41.307Z,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",jQuery,False,True,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",,44637123,False,1.4.1
John Resig,2011-01-07T07:54:42.9Z,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",jQuery,False,True,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",,44637123,False,1.4.2
John Resig,2011-01-07T07:54:44.51Z,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",jQuery,False,True,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",,44637123,False,1.4.3
John Resig,2011-01-07T07:54:46.37Z,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",jQuery,False,True,"jQuery is a fast and concise JavaScript Library that simplifies HTML document traversing, event handling, animating, and Ajax interactions for rapid web development",,44637123,False,1.4.4
Microsoft,2011-01-07T07:54:47.667Z,"Data Linking here refers to linking a field of one object to another field of another object. If the objects are linked, then changing the value of the field on the first object automatically updates the value of the linked field on the other object.",jQuery.DataLink,False,True,,,5420,False,0.1.0
Damian Edwards,2011-01-07T07:54:48.98Z,"The KeyTips plugin for jQuery (formerly the Access Key Highlighter plugin) provides various options for highlighting access keys on web forms when the user presses their browser's access key shortcut key, e.g. Alt in Internet Explorer and Safari, Shift+Alt in Firefox.",jQuery.KeyTips,False,True,,,311590,False,1.0.2
Microsoft,2011-01-07T07:54:51.557Z,"jQuery templates contain markup with binding expressions. Templates are applied to data objects or arrays, and rendered into the HTML DOM",jQuery.Templates,False,True,,,450362,False,0.1.0
J̦rn Zaefferer,2011-01-07T07:54:53.01Z,Validate forms like you've never been validating before!,jQuery.Validation,False,True,Validate forms like you've never been validating before!,,22518959,False,1.6.0
Telerik Inc.,2011-01-07T07:54:54.9Z,An easy-to-use mocking tool with unlimited capabilities,JustMock,False,True,,,217129,False,2010.3.1215
Benjamin van der Veen,2011-01-07T07:54:56.543Z,"Kayak is a lightweight C# HTTP server+framework. The server component meant to be an intuitive, unobtrusive, no-gimmicks abstraction of HTTP, and the framework simply maps HTTP requests to C# method invocations. Works on Mono.",Kayak,False,True,"Kayak is a lightweight C# HTTP server+framework. The server component meant to be an intuitive, unobtrusive, no-gimmicks abstraction of HTTP, and the framework simply maps HTTP requests to C# method invocations. Works on Mono.",,43798,False,0.3.0
